transaction_id,date,month,quarter,sku,product_name,category,subcategory,region,channel,sales_rep,units_sold,unit_price_usd,gross_revenue_usd,discount_pct,net_revenue_usd,cogs_usd,gross_profit_usd
TXN-00894,2024-04-04,2024-04,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,West,General Trade,Karan Malhotra,377,1.68,633.36,0,633.36,309.57,323.79
TXN-00301,2024-04-05,2024-04,Q2-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,East,Modern Trade,Priya Sharma,217,11.33,2458.61,5,2335.68,1101.04,1234.64
TXN-00026,2024-04-06,2024-04,Q2-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,West,Direct to Consumer,Vikram Nair,59,12.16,717.44,0,717.44,332.56,384.88
TXN-00564,2024-04-08,2024-04,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,West,General Trade,Karan Malhotra,100,6.79,679.0,5,645.05,316.06,328.99
TXN-00854,2024-04-08,2024-04,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,East,E-Commerce,Arjun Rao,283,8.33,2357.39,15,2003.78,844.71,1159.07
TXN-00237,2024-04-09,2024-04,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,Central,Modern Trade,Anita Desai,211,1.53,322.83,0,322.83,156.14,166.69
TXN-00096,2024-04-11,2024-04,Q2-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,East,Modern Trade,Karan Malhotra,495,4.34,2148.3,10,1933.47,834.59,1098.88
TXN-00356,2024-04-11,2024-04,Q2-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,East,Modern Trade,Priya Sharma,330,5.22,1722.6,5,1636.47,658.58,977.89
TXN-00915,2024-04-12,2024-04,Q2-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,West,E-Commerce,Meena Krishnan,432,6.09,2630.88,0,2630.88,1252.17,1378.71
TXN-00455,2024-04-14,2024-04,Q2-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,Central,Direct to Consumer,Karan Malhotra,13,7.76,100.88,10,90.79,49.48,41.31
TXN-00552,2024-04-15,2024-04,Q2-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,North,Modern Trade,Arjun Rao,370,5.56,2057.2,10,1851.48,971.0,880.48
TXN-00723,2024-04-15,2024-04,Q2-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,East,Direct to Consumer,Priya Sharma,276,5.89,1625.64,10,1463.08,653.81,809.27
TXN-00505,2024-04-16,2024-04,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,Central,General Trade,Anita Desai,208,6.42,1335.36,5,1268.59,675.4,593.19
TXN-00478,2024-04-17,2024-04,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,Central,General Trade,Meena Krishnan,271,1.24,336.04,0,336.04,148.67,187.37
TXN-00017,2024-04-18,2024-04,Q2-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,Central,General Trade,Divya Joshi,455,6.73,3062.15,15,2602.83,1290.59,1312.24
TXN-00327,2024-04-18,2024-04,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,West,E-Commerce,Meena Krishnan,15,9.07,136.05,0,136.05,64.84,71.21
TXN-00728,2024-04-18,2024-04,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,North,Direct to Consumer,Priya Sharma,206,8.61,1773.66,5,1684.98,773.05,911.93
TXN-00311,2024-04-19,2024-04,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,West,E-Commerce,Arjun Rao,56,11.12,622.72,0,622.72,290.63,332.09
TXN-00317,2024-04-19,2024-04,Q2-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,West,General Trade,Rohan Gupta,79,10.06,794.74,5,755.0,339.62,415.38
TXN-00590,2024-04-19,2024-04,Q2-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,South,E-Commerce,Anita Desai,71,11.76,834.96,10,751.46,408.32,343.14
TXN-00077,2024-04-20,2024-04,Q2-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,North,General Trade,Sneha Patel,306,3.58,1095.48,0,1095.48,532.81,562.67
TXN-00135,2024-04-20,2024-04,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,East,Direct to Consumer,Arjun Rao,355,6.76,2399.8,0,2399.8,1182.94,1216.86
TXN-00252,2024-04-21,2024-04,Q2-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,East,E-Commerce,Anita Desai,325,2.82,916.5,0,916.5,399.93,516.57
TXN-00544,2024-04-21,2024-04,Q2-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,East,Direct to Consumer,Divya Joshi,99,2.01,198.99,0,198.99,104.72,94.27
TXN-00563,2024-04-21,2024-04,Q2-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,West,Direct to Consumer,Anita Desai,18,11.61,208.98,15,177.63,95.28,82.35
TXN-00196,2024-04-23,2024-04,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,Central,Direct to Consumer,Rahul Mehta,438,6.19,2711.22,5,2575.66,1237.37,1338.29
TXN-00988,2024-04-23,2024-04,Q2-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,East,Direct to Consumer,Divya Joshi,384,10.01,3843.84,0,3843.84,1687.31,2156.53
TXN-00019,2024-04-24,2024-04,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,East,Direct to Consumer,Priya Sharma,485,1.63,790.55,15,671.97,350.11,321.86
TXN-00824,2024-04-24,2024-04,Q2-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,North,General Trade,Sneha Patel,366,4.97,1819.02,0,1819.02,966.35,852.67
TXN-00487,2024-04-25,2024-04,Q2-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,West,Direct to Consumer,Anita Desai,77,4.5,346.5,0,346.5,189.62,156.88
TXN-00629,2024-04-25,2024-04,Q2-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,East,Modern Trade,Vikram Nair,130,11.62,1510.6,0,1510.6,607.65,902.95
TXN-00344,2024-04-26,2024-04,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,West,Modern Trade,Karan Malhotra,147,2.13,313.11,15,266.14,146.01,120.13
TXN-00168,2024-04-27,2024-04,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,West,Direct to Consumer,Sneha Patel,217,1.8,390.6,0,390.6,166.31,224.29
TXN-00762,2024-04-28,2024-04,Q2-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,East,Modern Trade,Sneha Patel,36,4.44,159.84,5,151.85,71.59,80.26
TXN-00936,2024-04-28,2024-04,Q2-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,South,Direct to Consumer,Meena Krishnan,468,8.53,3992.04,0,3992.04,1861.2,2130.84
TXN-00583,2024-04-29,2024-04,Q2-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,North,E-Commerce,Arjun Rao,421,2.89,1216.69,0,1216.69,646.57,570.12
TXN-00585,2024-04-29,2024-04,Q2-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,West,Modern Trade,Rohan Gupta,142,5.55,788.1,10,709.29,367.62,341.67
TXN-00831,2024-04-29,2024-04,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,South,General Trade,Vikram Nair,31,5.65,175.15,5,166.39,69.71,96.68
TXN-00214,2024-04-30,2024-04,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,West,Direct to Consumer,Divya Joshi,144,10.1,1454.4,10,1308.96,611.21,697.75
TXN-00698,2024-04-30,2024-04,Q2-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,West,E-Commerce,Anita Desai,470,5.49,2580.3,0,2580.3,1033.49,1546.81
TXN-00923,2024-04-30,2024-04,Q2-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,East,General Trade,Karan Malhotra,17,5.02,85.34,5,81.07,41.83,39.24
TXN-00274,2024-05-01,2024-05,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,Central,General Trade,Arjun Rao,101,5.35,540.35,5,513.33,246.05,267.28
TXN-00496,2024-05-01,2024-05,Q2-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,West,Direct to Consumer,Arjun Rao,264,6.71,1771.44,0,1771.44,735.85,1035.59
TXN-00862,2024-05-01,2024-05,Q2-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,Central,Modern Trade,Rohan Gupta,475,2.12,1007.0,0,1007.0,448.36,558.64
TXN-00165,2024-05-02,2024-05,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,East,E-Commerce,Arjun Rao,13,10.23,132.99,5,126.34,53.87,72.47
TXN-00656,2024-05-03,2024-05,Q2-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,East,Direct to Consumer,Meena Krishnan,455,2.04,928.2,10,835.38,415.95,419.43
TXN-00998,2024-05-03,2024-05,Q2-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,North,Direct to Consumer,Rahul Mehta,199,2.09,415.91,0,415.91,198.98,216.93
TXN-00215,2024-05-05,2024-05,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,East,Direct to Consumer,Vikram Nair,79,1.71,135.09,5,128.34,54.66,73.68
TXN-00101,2024-05-07,2024-05,Q2-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,Central,E-Commerce,Rohan Gupta,249,4.36,1085.64,10,977.08,449.82,527.26
TXN-00847,2024-05-07,2024-05,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,East,E-Commerce,Rohan Gupta,344,10.41,3581.04,0,3581.04,1656.49,1924.55
TXN-00860,2024-05-08,2024-05,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,South,General Trade,Sneha Patel,117,6.42,751.14,0,751.14,348.32,402.82
TXN-00959,2024-05-08,2024-05,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,West,E-Commerce,Rahul Mehta,79,8.99,710.21,0,710.21,371.01,339.2
TXN-00118,2024-05-09,2024-05,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,South,Direct to Consumer,Priya Sharma,267,6.58,1756.86,0,1756.86,931.94,824.92
TXN-00377,2024-05-09,2024-05,Q2-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,East,General Trade,Arjun Rao,393,3.69,1450.17,0,1450.17,739.5,710.67
TXN-00071,2024-05-10,2024-05,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,West,General Trade,Rohan Gupta,328,6.83,2240.24,5,2128.23,1040.24,1087.99
TXN-00996,2024-05-10,2024-05,Q2-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,South,General Trade,Divya Joshi,258,3.06,789.48,0,789.48,430.43,359.05
TXN-00925,2024-05-13,2024-05,Q2-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,East,Direct to Consumer,Meena Krishnan,230,9.36,2152.8,5,2045.16,884.19,1160.97
TXN-00682,2024-05-14,2024-05,Q2-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,South,General Trade,Rahul Mehta,104,6.68,694.72,5,659.98,325.07,334.91
TXN-00363,2024-05-16,2024-05,Q2-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,East,General Trade,Meena Krishnan,338,1.78,601.64,0,601.64,246.83,354.81
TXN-00391,2024-05-16,2024-05,Q2-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,Central,Modern Trade,Divya Joshi,336,5.55,1864.8,0,1864.8,911.49,953.31
TXN-00040,2024-05-17,2024-05,Q2-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,Central,E-Commerce,Rahul Mehta,145,4.87,706.15,0,706.15,361.1,345.05
TXN-00543,2024-05-17,2024-05,Q2-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,West,E-Commerce,Arjun Rao,357,5.83,2081.31,5,1977.24,928.17,1049.07
TXN-00883,2024-05-17,2024-05,Q2-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,South,Direct to Consumer,Meena Krishnan,169,3.87,654.03,5,621.33,319.74,301.59
TXN-00072,2024-05-18,2024-05,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,North,Modern Trade,Meena Krishnan,453,7.94,3596.82,0,3596.82,1579.09,2017.73
TXN-00202,2024-05-18,2024-05,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,West,Direct to Consumer,Anita Desai,42,8.11,340.62,5,323.59,131.23,192.36
TXN-00341,2024-05-19,2024-05,Q2-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,East,Modern Trade,Rohan Gupta,109,5.61,611.49,5,580.92,276.41,304.51
TXN-00465,2024-05-20,2024-05,Q2-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,West,Modern Trade,Anita Desai,112,11.14,1247.68,5,1185.3,632.86,552.44
TXN-00012,2024-05-22,2024-05,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,West,General Trade,Sneha Patel,136,6.97,947.92,5,900.52,395.7,504.82
TXN-00555,2024-05-22,2024-05,Q2-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,West,Modern Trade,Divya Joshi,235,5.6,1316.0,0,1316.0,627.97,688.03
TXN-00306,2024-05-23,2024-05,Q2-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,Central,E-Commerce,Meena Krishnan,414,4.13,1709.82,10,1538.84,633.64,905.2
TXN-00549,2024-05-23,2024-05,Q2-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,Central,General Trade,Divya Joshi,238,7.43,1768.34,5,1679.92,911.03,768.89
TXN-00905,2024-05-23,2024-05,Q2-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,East,Modern Trade,Meena Krishnan,130,4.06,527.8,10,475.02,225.65,249.37
TXN-00100,2024-05-25,2024-05,Q2-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,South,General Trade,Sneha Patel,46,1.72,79.12,15,67.25,30.0,37.25
TXN-00159,2024-05-25,2024-05,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,South,Direct to Consumer,Rahul Mehta,389,7.88,3065.32,0,3065.32,1268.32,1797.0
TXN-00561,2024-05-26,2024-05,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,South,Direct to Consumer,Karan Malhotra,416,7.84,3261.44,15,2772.22,1184.52,1587.7
TXN-00119,2024-05-27,2024-05,Q2-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,North,Direct to Consumer,Priya Sharma,219,5.03,1101.57,0,1101.57,452.99,648.58
TXN-00113,2024-05-28,2024-05,Q2-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,South,Direct to Consumer,Divya Joshi,206,4.06,836.36,5,794.54,378.39,416.15
TXN-00144,2024-05-28,2024-05,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,Central,Modern Trade,Sneha Patel,76,8.11,616.36,15,523.91,223.28,300.63
TXN-00679,2024-05-28,2024-05,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,East,General Trade,Meena Krishnan,345,7.69,2653.05,0,2653.05,1187.57,1465.48
TXN-00981,2024-05-29,2024-05,Q2-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,East,Modern Trade,Rohan Gupta,404,2.41,973.64,15,827.59,395.26,432.33
TXN-00060,2024-05-30,2024-05,Q2-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,East,General Trade,Vikram Nair,22,8.57,188.54,5,179.11,88.07,91.04
TXN-00299,2024-06-01,2024-06,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,North,Modern Trade,Divya Joshi,133,9.56,1271.48,5,1207.91,528.9,679.01
TXN-00403,2024-06-01,2024-06,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,East,E-Commerce,Rohan Gupta,27,10.35,279.45,5,265.48,115.98,149.5
TXN-00786,2024-06-01,2024-06,Q2-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,South,Direct to Consumer,Divya Joshi,389,5.23,2034.47,0,2034.47,825.04,1209.43
TXN-00951,2024-06-01,2024-06,Q2-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,North,Direct to Consumer,Sneha Patel,75,4.12,309.0,0,309.0,162.61,146.39
TXN-00067,2024-06-03,2024-06,Q2-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,Central,Modern Trade,Anita Desai,128,1.84,235.52,0,235.52,119.16,116.36
TXN-00174,2024-06-03,2024-06,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,Central,E-Commerce,Arjun Rao,235,1.61,378.35,5,359.43,177.81,181.62
TXN-00747,2024-06-06,2024-06,Q2-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,West,E-Commerce,Meena Krishnan,157,3.31,519.67,10,467.7,195.89,271.81
TXN-00941,2024-06-06,2024-06,Q2-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,Central,Modern Trade,Arjun Rao,24,1.78,42.72,15,36.31,18.38,17.93
TXN-00977,2024-06-06,2024-06,Q2-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,West,Direct to Consumer,Rahul Mehta,341,10.19,3474.79,15,2953.57,1242.47,1711.1
TXN-00004,2024-06-08,2024-06,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,West,E-Commerce,Sneha Patel,120,12.23,1467.6,0,1467.6,609.54,858.06
TXN-00161,2024-06-08,2024-06,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,Central,Modern Trade,Priya Sharma,90,1.59,143.1,0,143.1,71.71,71.39
TXN-00834,2024-06-08,2024-06,Q2-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,South,Direct to Consumer,Arjun Rao,12,4.39,52.68,5,50.05,27.34,22.71
TXN-00970,2024-06-09,2024-06,Q2-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,South,General Trade,Vikram Nair,320,3.59,1148.8,15,976.48,451.52,524.96
TXN-00016,2024-06-10,2024-06,Q2-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,North,E-Commerce,Meena Krishnan,242,2.35,568.7,10,511.83,271.98,239.85
TXN-00254,2024-06-10,2024-06,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,South,Modern Trade,Divya Joshi,218,6.99,1523.82,5,1447.63,682.73,764.9
TXN-00556,2024-06-10,2024-06,Q2-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,South,General Trade,Anita Desai,195,7.08,1380.6,15,1173.51,490.23,683.28
TXN-00725,2024-06-10,2024-06,Q2-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,North,E-Commerce,Anita Desai,150,5.55,832.5,5,790.88,382.74,408.14
TXN-00446,2024-06-11,2024-06,Q2-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,East,Modern Trade,Divya Joshi,43,2.49,107.07,5,101.72,46.84,54.88
TXN-00048,2024-06-12,2024-06,Q2-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,West,General Trade,Sneha Patel,413,1.98,817.74,5,776.85,412.37,364.48
TXN-00231,2024-06-12,2024-06,Q2-2024,NB-SNCK-002,NovaBite Mixed Nuts Pack 100g,Snacks,Nuts,Central,Direct to Consumer,Vikram Nair,426,3.25,1384.5,5,1315.27,668.38,646.89
TXN-00799,2024-06-12,2024-06,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,West,Direct to Consumer,Anita Desai,353,10.24,3614.72,0,3614.72,1795.54,1819.18
TXN-00018,2024-06-14,2024-06,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,South,General Trade,Arjun Rao,286,1.34,383.24,5,364.08,195.79,168.29
TXN-00043,2024-06-14,2024-06,Q2-2024,NB-WASH-001,NovaBite Liquid Hand Wash 250ml,Personal Care,Hand Wash,East,General Trade,Sneha Patel,389,4.23,1645.47,10,1480.92,687.37,793.55
TXN-00222,2024-06-14,2024-06,Q2-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,South,E-Commerce,Anita Desai,175,2.6,455.0,0,455.0,205.62,249.38
TXN-00606,2024-06-14,2024-06,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,West,Modern Trade,Rahul Mehta,185,2.01,371.85,0,371.85,185.16,186.69
TXN-00833,2024-06-15,2024-06,Q2-2024,NB-SHMP-001,NovaBite Shampoo Coconut 400ml,Personal Care,Shampoo,East,Direct to Consumer,Divya Joshi,283,8.43,2385.69,0,2385.69,1099.05,1286.64
TXN-00450,2024-06-16,2024-06,Q2-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,Central,E-Commerce,Arjun Rao,438,4.91,2150.58,10,1935.52,1015.43,920.09
TXN-00394,2024-06-17,2024-06,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,North,General Trade,Rahul Mehta,240,1.48,355.2,5,337.44,141.09,196.35
TXN-00473,2024-06-17,2024-06,Q2-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,West,E-Commerce,Vikram Nair,495,2.81,1390.95,15,1182.31,544.46,637.85
TXN-00326,2024-06-19,2024-06,Q2-2024,NB-WASH-002,NovaBite Foaming Hand Wash 300ml,Personal Care,Hand Wash,North,General Trade,Arjun Rao,341,5.21,1776.61,5,1687.78,924.13,763.65
TXN-00559,2024-06-19,2024-06,Q2-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,North,General Trade,Priya Sharma,142,2.17,308.14,5,292.73,159.17,133.56
TXN-00853,2024-06-20,2024-06,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,South,Modern Trade,Karan Malhotra,288,6.76,1946.88,0,1946.88,1020.21,926.67
TXN-00315,2024-06-22,2024-06,Q2-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,Central,General Trade,Meena Krishnan,81,7.52,609.12,0,609.12,288.7,320.42
TXN-00424,2024-06-23,2024-06,Q2-2024,NB-COND-001,NovaBite Conditioner Argan 300ml,Personal Care,Conditioner,North,Modern Trade,Arjun Rao,464,10.24,4751.36,10,4276.22,1758.6,2517.62
TXN-00866,2024-06-24,2024-06,Q2-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,South,General Trade,Sneha Patel,471,1.84,866.64,0,866.64,473.22,393.42
TXN-00441,2024-06-25,2024-06,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,Central,Direct to Consumer,Priya Sharma,151,1.4,211.4,5,200.83,98.67,102.16
TXN-00097,2024-06-26,2024-06,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,North,General Trade,Vikram Nair,292,5.97,1743.24,0,1743.24,804.12,939.12
TXN-00409,2024-06-26,2024-06,Q2-2024,NB-SHMP-002,NovaBite Shampoo Keratin 400ml,Personal Care,Shampoo,Central,Direct to Consumer,Arjun Rao,100,8.74,874.0,0,874.0,455.29,418.71
TXN-00654,2024-06-26,2024-06,Q2-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,North,E-Commerce,Rohan Gupta,259,5.4,1398.6,10,1258.74,636.2,622.54
TXN-00124,2024-06-28,2024-06,Q2-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,West,General Trade,Anita Desai,50,2.29,114.5,5,108.77,53.62,55.15
TXN-00599,2024-06-29,2024-06,Q2-2024,NB-CLNR-002,NovaBite Dishwash Liquid 500ml,Home Care,Dishwash,South,Direct to Consumer,Priya Sharma,225,3.79,852.75,15,724.84,358.5,366.34
TXN-00047,2024-06-30,2024-06,Q2-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,South,General Trade,Anita Desai,461,1.27,585.47,0,585.47,298.87,286.6
TXN-00686,2024-06-30,2024-06,Q2-2024,NB-CLNR-001,NovaBite Multi-Surface Spray 750ml,Home Care,Cleaner,South,General Trade,Rahul Mehta,484,5.63,2724.92,5,2588.67,1372.17,1216.5
TXN-00640,2024-07-01,2024-07,Q3-2024,NB-BVGR-001,NovaBite Green Tea 500ml,Beverages,Tea,North,Modern Trade,Anita Desai,457,2.53,1156.21,0,1156.21,546.66,609.55
TXN-00697,2024-07-02,2024-07,Q3-2024,NB-BVGR-002,NovaBite Sparkling Water Lemon 330ml,Beverages,Water,South,General Trade,Anita Desai,403,1.31,527.93,5,501.53,223.79,277.74
TXN-00708,2024-07-03,2024-07,Q3-2024,NB-SNCK-003,NovaBite Granola Pouch 250g,Snacks,Granola,Central,Direct to Consumer,Rohan Gupta,462,4.01,1852.62,10,1667.36,739.6,927.76
TXN-00938,2024-07-03,2024-07,Q3-2024,NB-SNCK-001,NovaBite Oats & Honey Bar 40g,Snacks,Energy Bar,North,General Trade,Sneha Patel,437,1.72,751.64,5,714.06,373.73,340.33
